file	page	qualifying_gutters	widest_interior_quiet_frac	widthPx	heightPx	widestPx	widestSpan	otsu	peakInk	gutterSpans
_1958_Small Business Investment Act_.pdf	21	0	0.0000	816	1548	0	-	137	1046	-
_1961_Fairchild Camera and Instrument Corporation Annual Report -- 1961_ProQuest Annual Reports.pdf	9	0	0.0079	1136	1613	9	690-699	134	1533	-
_1961_Fairchild Camera and Instrument Corporation Annual Report -- 1961_ProQuest Annual Reports.pdf	19	0	0.0000	1154	1477	0	-	139	526	-
_1961_Fairchild Camera and Instrument Corporation Annual Report -- 1961_ProQuest Annual Reports.pdf	28	0	0.0076	1320	1877	10	487-497	135	1084	-
_1963_Fairchild Camera and Instrument Corporation Annual Report -- 1963_ProQuest Annual Reports.pdf	8	0	0.0086	1050	1202	9	534-543	146	213	-
_1963_Fairchild Camera and Instrument Corporation Annual Report -- 1963_ProQuest Annual Reports.pdf	17	0	0.0055	1268	1755	7	613-620	128	1219	-
_1963_Fairchild Camera and Instrument Corporation Annual Report -- 1963_ProQuest Annual Reports.pdf	25	0	0.0053	946	1242	5	498-503	132	675	-
_1966_Fairchild Camera and Instrument Corporation Annual Report -- 1966_ProQuest Annual Reports.pdf	7	0	0.0000	1058	1420	0	-	148	465	-
_1966_Fairchild Camera and Instrument Corporation Annual Report -- 1966_ProQuest Annual Reports.pdf	15	0	0.0000	1256	1634	0	-	130	1409	-
_1966_Fairchild Camera and Instrument Corporation Annual Report -- 1966_ProQuest Annual Reports.pdf	22	0	0.0000	1264	1525	0	-	152	350	-
_1967_Fairchild Camera and Instrument Corporation Annual Report -- 1967_ProQuest Annual Reports.pdf	5	0	0.0000	1080	1436	0	-	149	339	-
_1967_Fairchild Camera and Instrument Corporation Annual Report -- 1967_ProQuest Annual Reports.pdf	11	0	0.0033	1534	2114	5	536-541	130	1252	-
_1967_Fairchild Camera and Instrument Corporation Annual Report -- 1967_ProQuest Annual Reports.pdf	16	0	0.0008	1208	1638	1	972-973	157	393	-
_1971_Fairchild Camera and Instrument Corporation Annual Report -- 1971_ProQuest Annual Reports.pdf	4	0	0.0070	1150	1667	8	332-340	133	476	-
_1971_Fairchild Camera and Instrument Corporation Annual Report -- 1971_ProQuest Annual Reports.pdf	9	0	0.0025	1183	1673	3	738-741	138	553	-
_1971_Fairchild Camera and Instrument Corporation Annual Report -- 1971_ProQuest Annual Reports.pdf	14	0	0.0000	1115	1660	0	-	158	212	-
_1976_Fairchild Camera and Instrument Corporation Annual Report -- 1976_ProQuest Annual Reports.pdf	9	0	0.0000	1254	1708	0	-	174	738	-
_1976_Fairchild Camera and Instrument Corporation Annual Report -- 1976_ProQuest Annual Reports.pdf	19	0	0.0000	1175	1602	0	-	171	705	-
_1976_Fairchild Camera and Instrument Corporation Annual Report -- 1976_ProQuest Annual Reports.pdf	29	0	0.0000	1108	1527	0	-	170	159	-
w7787 2.pdf	7	0	0.0000	1278	1653	0	-	143	1653	-
w7787 2.pdf	15	0	0.0000	1278	1653	0	-	144	1653	-
w7787 2.pdf	22	0	0.0000	1278	1653	0	-	144	1653	-
w7787.pdf	7	0	0.0000	1278	1653	0	-	143	1653	-
w7787.pdf	15	0	0.0000	1278	1653	0	-	144	1653	-
w7787.pdf	22	0	0.0000	1278	1653	0	-	144	1653	-
Anderson_1997_Legacy of the American Frontier_California State University, Fresno.pdf	40	0	0.0070	1291	1708	9	181-190	154	314	-
Anderson_1997_Legacy of the American Frontier_California State University, Fresno.pdf	80	0	0.0062	1298	1712	8	186-194	145	266	-
Anderson_1997_Legacy of the American Frontier_California State University, Fresno.pdf	120	0	0.0063	1279	1701	8	180-188	151	267	-
BOYD_The Relative Prognostic Value of Selected Criteria in Predicting Beginning.pdf	33	0	0.0000	1289	1661	0	-	147	254	-
BOYD_The Relative Prognostic Value of Selected Criteria in Predicting Beginning.pdf	66	0	0.0000	1302	1671	0	-	146	257	-
BOYD_The Relative Prognostic Value of Selected Criteria in Predicting Beginning.pdf	99	0	0.0000	1661	1289	0	-	143	345	-
Banks - 2006 - “The last bastion of discrimination” The New York City building trades and the struggle over affirm.pdf	100	0	0.0070	1281	1720	9	167-176	153	241	-
Banks - 2006 - “The last bastion of discrimination” The New York City building trades and the struggle over affirm.pdf	201	0	0.0062	1286	1724	8	168-176	153	240	-
Banks - 2006 - “The last bastion of discrimination” The New York City building trades and the struggle over affirm.pdf	302	0	0.0070	1284	1723	9	167-176	155	220	-
CAMFIELD_Psychologists at War.pdf	83	0	0.0076	1179	1619	9	167-176	144	255	-
CAMFIELD_Psychologists at War.pdf	167	0	0.0042	1179	1619	5	167-172	150	247	-
CAMFIELD_Psychologists at War.pdf	250	0	0.0034	1179	1619	4	161-165	149	265	-
CARTWRIGHT_Legislation Against Discrimination in Employment in New York State.pdf	99	0	0.0000	1284	1657	0	-	140	252	-
CARTWRIGHT_Legislation Against Discrimination in Employment in New York State.pdf	199	0	0.0000	1309	1676	0	-	150	205	-
CARTWRIGHT_Legislation Against Discrimination in Employment in New York State.pdf	298	0	0.0000	1284	1657	0	-	140	137	-
Clark_The graphic rating scale at Northwestern University.pdf	27	0	0.0016	1275	1650	2	634-636	148	796	-
Clark_The graphic rating scale at Northwestern University.pdf	55	0	0.0000	1285	1658	0	-	149	260	-
Clark_The graphic rating scale at Northwestern University.pdf	82	0	0.0000	1275	1650	0	-	152	246	-
Cooley - 2008 - Moving up, moving out Race and social mobility in Chicago, 1914–1972.pdf	93	0	0.0000	1280	1650	0	-	155	242	-
Cooley - 2008 - Moving up, moving out Race and social mobility in Chicago, 1914–1972.pdf	187	0	0.0000	1280	1650	0	-	150	249	-
Cooley - 2008 - Moving up, moving out Race and social mobility in Chicago, 1914–1972.pdf	281	0	0.0000	1281	1650	0	-	146	218	-
Corson_Current practices in student guidance and personnel administration in liberal.pdf	58	0	0.0000	1275	1650	0	-	143	240	-
Corson_Current practices in student guidance and personnel administration in liberal.pdf	117	0	0.0000	1277	1652	0	-	149	232	-
Corson_Current practices in student guidance and personnel administration in liberal.pdf	175	0	0.0000	1275	1650	0	-	146	191	-
DAUTEN_1954_The Economic Impact and Significance of Substantial Stock Sales by Individual_The University of Iowa.pdf	79	0	0.0023	1281	1655	3	1070-1073	152	105	-
DAUTEN_1954_The Economic Impact and Significance of Substantial Stock Sales by Individual_The University of Iowa.pdf	158	0	0.0031	1275	1650	4	1096-1100	148	171	-
DAUTEN_1954_The Economic Impact and Significance of Substantial Stock Sales by Individual_The University of Iowa.pdf	237	0	0.0000	1279	1653	0	-	153	206	-
DOBBS_1955_A Technique for the Development and Validation of Job Evaluation Cases_University of North Texas.pdf	70	0	0.0063	1273	1710	8	168-176	149	245	-
DOBBS_1955_A Technique for the Development and Validation of Job Evaluation Cases_University of North Texas.pdf	140	0	0.0063	1273	1710	8	168-176	151	243	-
DOBBS_1955_A Technique for the Development and Validation of Job Evaluation Cases_University of North Texas.pdf	210	0	0.0063	1273	1710	8	168-176	149	242	-
Doermann_1967_The market for college education in the United States.pdf	6	0	0.0030	1327	1596	4	1084-1088	177	1596	-
Doermann_1967_The market for college education in the United States.pdf	13	1	0.0430	1327	1602	57	1104-1161	172	1577	1104-1161
Doermann_1967_The market for college education in the United States.pdf	20	0	0.0000	1327	1608	0	-	170	1533	-
Drumright - 2005 - A river for war, a watershed to change The Tennessee Valley Authority during World War II.pdf	60	0	0.0071	1275	1711	9	167-176	158	195	-
Drumright - 2005 - A river for war, a watershed to change The Tennessee Valley Authority during World War II.pdf	120	0	0.0071	1275	1711	9	167-176	158	209	-
Drumright - 2005 - A river for war, a watershed to change The Tennessee Valley Authority during World War II.pdf	180	0	0.0071	1275	1711	9	167-176	159	208	-
ERICKSON - 1952 - The Taxation of Investment Companies in the United States.pdf	169	0	0.0023	1316	1681	3	1105-1108	152	332	-
ERICKSON - 1952 - The Taxation of Investment Companies in the United States.pdf	339	0	0.0023	1286	1659	3	1073-1076	149	247	-
ERICKSON - 1952 - The Taxation of Investment Companies in the United States.pdf	509	0	0.0054	1286	1658	7	1087-1094	144	379	-
Engstrom - 2005 - The lost origins of American fair employment law State fair employment practices bureaus and the po.pdf	121	0	0.0071	1274	1715	9	171-180	158	289	-
Engstrom - 2005 - The lost origins of American fair employment law State fair employment practices bureaus and the po.pdf	242	0	0.0071	1271	1713	9	167-176	159	185	-
Engstrom - 2005 - The lost origins of American fair employment law State fair employment practices bureaus and the po.pdf	363	0	0.0070	1278	1718	9	167-176	158	252	-
GELFAND_1956_The Avoidance of Federal Personal Income Taxes in the United States_New York University.pdf	53	0	0.0000	1275	1650	0	-	134	328	-
GELFAND_1956_The Avoidance of Federal Personal Income Taxes in the United States_New York University.pdf	106	0	0.0101	1286	1659	13	169-182	137	341	-
GELFAND_1956_The Avoidance of Federal Personal Income Taxes in the United States_New York University.pdf	159	0	0.0008	1293	1664	1	462-463	148	236	-
GIERHAN_The Role of Head Student Personnel Administrators in the Big Eight Universities.pdf	55	0	0.0065	1237	1659	8	168-176	145	286	-
GIERHAN_The Role of Head Student Personnel Administrators in the Big Eight Universities.pdf	110	0	0.0065	1238	1653	8	168-176	147	319	-
GIERHAN_The Role of Head Student Personnel Administrators in the Big Eight Universities.pdf	165	0	0.0065	1237	1654	8	168-176	151	230	-
GRUMET_The Menorah Idea and the Apprenticeship of Lionel Trilling.pdf	82	0	0.0000	1288	1659	0	-	150	178	-
GRUMET_The Menorah Idea and the Apprenticeship of Lionel Trilling.pdf	164	0	0.0000	1287	1659	0	-	146	309	-
GRUMET_The Menorah Idea and the Apprenticeship of Lionel Trilling.pdf	246	0	0.0000	1294	1665	0	-	147	214	-
Ho_Useful fiction.pdf	79	0	0.0000	1281	1650	0	-	149	280	-
Ho_Useful fiction.pdf	159	0	0.0000	1281	1651	0	-	153	245	-
Ho_Useful fiction.pdf	239	0	0.0000	1281	1650	0	-	149	257	-
Jensen_The rise of an African-American Left.pdf	142	0	0.0060	1325	1785	8	168-176	146	302	-
Jensen_The rise of an African-American Left.pdf	285	0	0.0060	1335	1792	8	168-176	142	353	-
Jensen_The rise of an African-American Left.pdf	428	0	0.0067	1336	1794	9	168-177	147	308	-
Kiernan_1959_Job evaluation for precision optical craftsmen_University of Southern California.pdf	47	0	0.0133	1275	1650	17	159-176	142	1027	-
Kiernan_1959_Job evaluation for precision optical craftsmen_University of Southern California.pdf	94	0	0.0220	1275	1650	28	204-232	146	1248	-
Kiernan_1959_Job evaluation for precision optical craftsmen_University of Southern California.pdf	141	0	0.0118	1275	1650	15	177-192	146	631	-
Koh - 2008 - Essays on stock options expensing and stock option.pdf	47	0	0.0000	1281	1650	0	-	149	252	-
Koh - 2008 - Essays on stock options expensing and stock option.pdf	94	2	0.3847	1284	1653	494	629-1123	152	899	309-353,629-1123
Koh - 2008 - Essays on stock options expensing and stock option.pdf	141	0	0.0000	1282	1651	0	-	153	229	-
MENDELSON_1974_The Ideological Debate in the Public School Guidance Movement, 1900-1970_New York University.pdf	42	0	0.0000	1282	1656	0	-	148	206	-
MENDELSON_1974_The Ideological Debate in the Public School Guidance Movement, 1900-1970_New York University.pdf	85	0	0.0000	1282	1656	0	-	147	235	-
MENDELSON_1974_The Ideological Debate in the Public School Guidance Movement, 1900-1970_New York University.pdf	128	0	0.0000	1285	1658	0	-	150	225	-
NAYLOR_Arthur E.pdf	66	0	0.0000	1293	1664	0	-	146	268	-
NAYLOR_Arthur E.pdf	133	0	0.0334	1286	1659	43	1051-1094	146	293	-
NAYLOR_Arthur E.pdf	199	0	0.0023	1291	1662	3	1105-1108	146	284	-
PANG_1971_An Optimizing Approach to Educational Planning in Singapore_University of Illinois at Urbana-Champaign.pdf	50	0	0.0149	1276	1651	19	195-214	139	327	-
PANG_1971_An Optimizing Approach to Educational Planning in Singapore_University of Illinois at Urbana-Champaign.pdf	100	0	0.0000	1279	1653	0	-	137	317	-
PANG_1971_An Optimizing Approach to Educational Planning in Singapore_University of Illinois at Urbana-Champaign.pdf	150	0	0.0000	1277	1652	0	-	140	312	-
PRICE_A History of the American College Personnel Association.pdf	43	0	0.0093	1287	1659	12	224-236	142	275	-
PRICE_A History of the American College Personnel Association.pdf	86	1	0.0468	1304	1672	61	187-248	140	278	187-248
PRICE_A History of the American College Personnel Association.pdf	129	0	0.0000	1296	1666	0	-	148	272	-
Pianko_Diaspora Jewish nationalism and identity in America, 1914–1967.pdf	65	0	0.0063	1278	1717	8	168-176	152	215	-
Pianko_Diaspora Jewish nationalism and identity in America, 1914–1967.pdf	130	0	0.0047	1272	1713	6	168-174	151	193	-
Pianko_Diaspora Jewish nationalism and identity in America, 1914–1967.pdf	195	0	0.0047	1272	1713	6	168-174	149	241	-
Ries_Marshall_1955_web.pdf	26	0	0.0000	1196	1609	0	-	154	234	-
Ries_Marshall_1955_web.pdf	53	0	0.0000	1186	1611	0	-	156	277	-
Ries_Marshall_1955_web.pdf	80	0	0.0000	1167	1603	0	-	163	238	-
Robertson_1990_Organizational adaptation to environmental change_Stanford University copy.pdf	50	0	0.0033	1196	1580	4	166-170	146	274	-
Robertson_1990_Organizational adaptation to environmental change_Stanford University copy.pdf	100	0	0.0025	1197	1581	3	152-155	144	265	-
Robertson_1990_Organizational adaptation to environmental change_Stanford University copy.pdf	150	0	0.0025	1197	1581	3	152-155	143	237	-
Schwaller - 2026 - Silicon Valley Landscapes Architecture and the Soft Power of Big Tech.pdf	75	0	0.0000	1275	1650	0	-	148	323	-
Schwaller - 2026 - Silicon Valley Landscapes Architecture and the Soft Power of Big Tech.pdf	150	0	0.0000	1275	1650	0	-	155	489	-
Schwaller - 2026 - Silicon Valley Landscapes Architecture and the Soft Power of Big Tech.pdf	225	0	0.0000	1275	1650	0	-	148	232	-
Silberman_1961_A study of industry policy considerations in the transition from airplane to_University of Southern California.pdf	41	0	0.0149	1278	1653	19	182-201	149	1155	-
Silberman_1961_A study of industry policy considerations in the transition from airplane to_University of Southern California.pdf	82	0	0.0078	1279	1653	10	185-195	147	393	-
Silberman_1961_A study of industry policy considerations in the transition from airplane to_University of Southern California.pdf	123	0	0.0125	1277	1651	16	186-202	147	409	-
TO_1985_Variations in Earnings in the Work Settings_University of Illinois at Urbana-Champaign.pdf	59	0	0.0000	1284	1657	0	-	140	212	-
TO_1985_Variations in Earnings in the Work Settings_University of Illinois at Urbana-Champaign.pdf	118	0	0.0016	1285	1658	2	1014-1016	148	744	-
TO_1985_Variations in Earnings in the Work Settings_University of Illinois at Urbana-Champaign.pdf	177	0	0.0000	1279	1653	0	-	146	824	-
TROTMAN - 1976 - Race, Iq, and the Middle-Class..pdf	29	0	0.0064	627	869	4	81-85	170	154	-
TROTMAN - 1976 - Race, Iq, and the Middle-Class..pdf	59	0	0.0080	624	870	5	80-85	173	144	-
TROTMAN - 1976 - Race, Iq, and the Middle-Class..pdf	89	0	0.0016	614	872	1	82-83	176	237	-
WITTE_1978_Democracy, Authority and Alienation in Work_Yale University.pdf	103	0	0.0017	1151	1618	2	1003-1005	151	1544	-
WITTE_1978_Democracy, Authority and Alienation in Work_Yale University.pdf	206	0	0.0026	1166	1628	3	1001-1004	152	1563	-
WITTE_1978_Democracy, Authority and Alienation in Work_Yale University.pdf	309	0	0.0205	1173	1630	24	141-165	151	977	-
Wu - 2003 - Employee stock option design and valuation.pdf	27	0	0.0070	1279	1713	9	167-176	166	198	-
Wu - 2003 - Employee stock option design and valuation.pdf	55	0	0.0070	1284	1717	9	167-176	161	270	-
Wu - 2003 - Employee stock option design and valuation.pdf	82	0	0.0071	1275	1711	9	167-176	160	194	-
Zarifa_2008_Emerging Forms of Stratification in Higher Education_.pdf	64	0	0.0000	1125	1568	0	-	159	334	-
Zarifa_2008_Emerging Forms of Stratification in Higher Education_.pdf	129	0	0.0027	1118	1556	3	157-160	149	350	-
Zarifa_2008_Emerging Forms of Stratification in Higher Education_.pdf	193	0	0.0097	1136	1568	11	139-150	153	777	-
Zheng - 2003 - Six -month -one -day employee stock option reprici.pdf	19	0	0.0071	1276	1716	9	167-176	155	156	-
Zheng - 2003 - Six -month -one -day employee stock option reprici.pdf	38	0	0.0071	1276	1716	9	167-176	160	96	-
Zheng - 2003 - Six -month -one -day employee stock option reprici.pdf	57	0	0.0070	1289	1726	9	168-177	156	177	-
