file	page	qualifying_gutters	widest_interior_quiet_frac
Bullitt_1959_The Future American Class System_Horizon.pdf	6	1	0.0392
Davis_2005_Optimism of the Will_Nation.pdf	1	0	0.0156
Davis_2005_Optimism of the Will_Nation.pdf	2	0	0.0279
Davis_2005_Optimism of the Will_Nation.pdf	3	0	0.0246
Ehrenreich_2000_Maid to order_Harper's Magazine.pdf	3	1	0.0401
Ehrenreich_2000_Maid to order_Harper's Magazine.pdf	6	1	0.0389
Ehrenreich_2000_Maid to order_Harper's Magazine.pdf	9	0	0.0
Glazer_2002_Higher Ed_New Republic.pdf	1	0	0.0059
Glazer_2002_Higher Ed_New Republic.pdf	2	0	0.0024
Glazer_2003_Kith and Kin_Commentary; New York.pdf	1	0	0.0
Glazer_2003_Kith and Kin_Commentary; New York.pdf	2	0	0.011
Glazer_2003_Kith and Kin_Commentary; New York.pdf	3	0	0.0076
HarpersMagazine-1938-05-0019577.pdf	2	0	0.0089
HarpersMagazine-1938-05-0019577.pdf	5	0	0.0111
HarpersMagazine-1938-05-0019577.pdf	7	0	0.0111
Kelly_2014_Orders of Magnitude_TLS.pdf	1	0	0.0012
Kelly_2014_Orders of Magnitude_TLS.pdf	2	0	0.0131
Kelly_2014_Orders of Magnitude_TLS.pdf	3	0	0.0
Kristol_1960_High, Low, and Modern_Encounter.pdf	2	0	0.0
Kristol_1960_High, Low, and Modern_Encounter.pdf	5	0	0.003
Kristol_1960_High, Low, and Modern_Encounter.pdf	7	0	0.0051
Lasky et al. - 1949 - Letters from readers.pdf	1	0	0.0
Lasky et al. - 1949 - Letters from readers.pdf	2	0	0.0011
Lasky et al. - 1949 - Letters from readers.pdf	3	0	0.0012
Lemann, Nicholas_1977_Success In America_Washington Monthly.pdf	1	0	0.0
Lemann, Nicholas_1977_Success In America_Washington Monthly.pdf	2	0	0.0182
Lemann, Nicholas_1977_Success In America_Washington Monthly.pdf	3	0	0.0204
Lipset_Luethy_1955_European traditions and American sociology_Commentary (pre-1986); New York.pdf	1	0	0.0
Lipset_Luethy_1955_European traditions and American sociology_Commentary (pre-1986); New York.pdf	2	0	0.0037
Lipset_Luethy_1955_European traditions and American sociology_Commentary (pre-1986); New York.pdf	3	0	0.0037
Luethy_1955_Social mobility again--And elites_Commentary (pre-1986); New York.pdf	1	0	0.0
Luethy_1955_Social mobility again--And elites_Commentary (pre-1986); New York.pdf	2	0	0.0026
Luethy_1955_Social mobility again--And elites_Commentary (pre-1986); New York.pdf	3	0	0.0037
Marth_1982_Why Unions Lose At Many Companies_Nation's Business (pre-1986); Washington.pdf	1	0	0.0
Marth_1982_Why Unions Lose At Many Companies_Nation's Business (pre-1986); Washington.pdf	2	0	0.0078
Merriam_1913_Clutter of Things_The Independent.pdf	1	0	0.0033
Merriam_1913_Clutter of Things_The Independent.pdf	2	0	0.0044
Part Two.pdf	8	0	0.0
Part Two.pdf	17	0	0.0055
Part Two.pdf	26	1	0.0651
Peters_1989_Tilting at Windmilss_Washington Monthly.pdf	1	0	0.002
Peters_1989_Tilting at Windmilss_Washington Monthly.pdf	2	0	0.0317
Peters_1989_Tilting at Windmilss_Washington Monthly.pdf	3	0	0.0326
Sherman_1986_elite institutions_The Public Interest; New York.pdf	1	0	0.0073
Sherman_1986_elite institutions_The Public Interest; New York.pdf	3	0	0.0064
Sherman_1986_elite institutions_The Public Interest; New York.pdf	4	0	0.0064
Stone_1965_England’s Revolution_The New York Review of Books.pdf	1	0	0.0
Stone_1965_England’s Revolution_The New York Review of Books.pdf	2	0	0.0
Stone_1965_England’s Revolution_The New York Review of Books.pdf	3	0	0.0
_1958_Executive Pay_Nation's Business (pre-1986); Washington.pdf	1	0	0.0
_1958_Executive Pay_Nation's Business (pre-1986); Washington.pdf	3	0	0.0054
_1958_Executive Pay_Nation's Business (pre-1986); Washington.pdf	4	0	0.0051
_1967_Yearly Increase of 15% Expected by Ampex_Boxoffice (Archive 1920-2000); New York.pdf	1	0	0.0169
_1977_What We're About_Washington Monthly.pdf	1	0	0.0
_1977_What We're About_Washington Monthly.pdf	2	0	0.0
_1977_What We're About_Washington Monthly.pdf	3	0	0.0
1976_Results of Trading in Stock Options.pdf	1	0	0.0
Berendzen_1981_The Soaring Lesson of America in Space_Newsday (1940-1990), Nassau ed.; Long Island, N.Y..pdf	1	0	0.0
Gitlin_2000_How Our Crowd Got Lonely_New York Times.pdf	1	0	0.0
Glazer_2003_Neoconservatives, Then and Now_New York Times.pdf	1	0	0.0075
JOURNAL_1969_Giving the Boss a Raise_Wall Street Journal (1923 - Current file); New York, N.Y..pdf	1	0	0.0
Williams_1958_DEMOCRACY OR MERITOCRACY_The Manchester Guardian (1901-1959); Manchester (UK).pdf	1	0	0.0
Zipkin_2000_Management.pdf	1	0	0.0
Zipkin_2000_Management.pdf	2	0	0.0042
_1926_Clapp defends Cox_Billings Gazette.pdf	1	0	0.0
_1926_Cox resigns, following most severe public criticism that ever has been_Anaconda Standard.pdf	1	0	0.0
_1926_English dept summer school_Havre Daily News Promoter.pdf	1	0	0.0
_1928_Creative writing a featured course at Summer School_Helena Daily Independent.pdf	1	0	0.0
_1931_Again, press most excited about Frontier's history section_Helena Daily Independent.pdf	1	0	0.0
_1939_Kalispell resident offering private creative writing courses, out of her home_Kalispell Daily Inter Lake.pdf	1	0	0.0
_1941_Fiedler's hiring at UM announced_Helena Independent.pdf	1	0	0.0
_1950_Comic_Independent Record.pdf	1	0	0.0012
_1973_Other 67 -- No Title_Newsday (1940-1988), Nassau ed.; Long Island, N.Y..pdf	1	0	0.0029
_1973_Other 67 -- No Title_Newsday (1940-1988), Nassau ed.; Long Island, N.Y..pdf	2	0	0.0079
_1973_Other 67 -- No Title_Newsday (1940-1988), Nassau ed.; Long Island, N.Y..pdf	3	0	0.0044
___ 2.pdf	1	0	0.0088
___ 3.pdf	1	0	0.0017
___ 4.pdf	1	0	0.0009
___ 5.pdf	1	0	0.0
___.pdf	1	0	0.0024
1957_Allied Chemical & Dye Corporation Annual Report -- 1957.pdf	8	0	0.0
1957_Allied Chemical & Dye Corporation Annual Report -- 1957.pdf	17	0	0.0034
1957_Allied Chemical & Dye Corporation Annual Report -- 1957.pdf	26	0	0.0067
1958_CiT Financial Corporation Annual Report -- 1958.pdf	10	0	0.0018
1958_CiT Financial Corporation Annual Report -- 1958.pdf	20	0	0.0077
1958_CiT Financial Corporation Annual Report -- 1958.pdf	30	0	0.0
1958_E.pdf	12	0	0.0
1958_E.pdf	25	0	0.0
1958_E.pdf	37	0	0.0
1958_General Foods Corporation Annual Report -- 1958.pdf	7	0	0.0
1958_General Foods Corporation Annual Report -- 1958.pdf	14	0	0.0091
1958_General Foods Corporation Annual Report -- 1958.pdf	21	0	0.0
1958_The Anaconda Company Annual Report -- 1958.pdf	8	0	0.0175
1958_The Anaconda Company Annual Report -- 1958.pdf	17	0	0.0
1958_The Anaconda Company Annual Report -- 1958.pdf	25	0	0.0
1958_The Goodyear Tire & Rubber Company Annual Report -- 1958.pdf	10	0	0.0
1958_The Goodyear Tire & Rubber Company Annual Report -- 1958.pdf	21	0	0.0
1958_The Goodyear Tire & Rubber Company Annual Report -- 1958.pdf	32	0	0.0
AI 2027.pdf	17	1	0.0459
AI 2027.pdf	35	1	0.0451
AI 2027.pdf	53	0	0.0
Autor et al_2020_Extending the Race between Education and Technology.pdf	5	0	0.0
Autor et al_2020_Extending the Race between Education and Technology.pdf	10	0	0.0024
Autor et al_2020_Extending the Race between Education and Technology.pdf	15	0	0.0
Hoxby_1997_How the Changing Market Structure of U_National Bureau of Economic Research.pdf	20	0	0.0
Hoxby_1997_How the Changing Market Structure of U_National Bureau of Economic Research.pdf	40	0	0.0
Hoxby_1997_How the Changing Market Structure of U_National Bureau of Economic Research.pdf	60	0	0.0
Kremer_Maskin_1996_Wage Inequality and Segregation by Skill_National Bureau of Economic Research.pdf	15	0	0.0
Kremer_Maskin_1996_Wage Inequality and Segregation by Skill_National Bureau of Economic Research.pdf	31	0	0.0008
Kremer_Maskin_1996_Wage Inequality and Segregation by Skill_National Bureau of Economic Research.pdf	47	0	0.0
Levy and Temin - 2007 - Inequality and Institutions in 20th Century Americ.pdf	16	0	0.0
Levy and Temin - 2007 - Inequality and Institutions in 20th Century Americ.pdf	33	0	0.0
Levy and Temin - 2007 - Inequality and Institutions in 20th Century Americ.pdf	49	0	0.0
Temin_1997_The American Business Elite in Historical Perspective.pdf	12	0	0.0
Temin_1997_The American Business Elite in Historical Perspective.pdf	24	0	0.0
Temin_1997_The American Business Elite in Historical Perspective.pdf	36	0	0.0
_1950_Fairchild Camera and Instrument Corporation Annual Report -- 1950_ProQuest Annual Reports.pdf	6	0	0.0
_1950_Fairchild Camera and Instrument Corporation Annual Report -- 1950_ProQuest Annual Reports.pdf	12	0	0.0
_1950_Fairchild Camera and Instrument Corporation Annual Report -- 1950_ProQuest Annual Reports.pdf	18	0	0.0063
_1953_Fairchild Camera and Instrument Corporation Annual Report -- 1953_ProQuest Annual Reports.pdf	6	0	0.0
_1953_Fairchild Camera and Instrument Corporation Annual Report -- 1953_ProQuest Annual Reports.pdf	12	0	0.0
_1953_Fairchild Camera and Instrument Corporation Annual Report -- 1953_ProQuest Annual Reports.pdf	18	0	0.0
_1958_Small Business Investment Act_.pdf	7	0	0.0
_1958_Small Business Investment Act_.pdf	14	0	0.0
_1958_Small Business Investment Act_.pdf	21	0	0.0
_1961_Fairchild Camera and Instrument Corporation Annual Report -- 1961_ProQuest Annual Reports.pdf	9	0	0.007
_1961_Fairchild Camera and Instrument Corporation Annual Report -- 1961_ProQuest Annual Reports.pdf	19	0	0.0
_1961_Fairchild Camera and Instrument Corporation Annual Report -- 1961_ProQuest Annual Reports.pdf	28	0	0.0083
_1963_Fairchild Camera and Instrument Corporation Annual Report -- 1963_ProQuest Annual Reports.pdf	8	0	0.0095
_1963_Fairchild Camera and Instrument Corporation Annual Report -- 1963_ProQuest Annual Reports.pdf	17	0	0.0055
_1963_Fairchild Camera and Instrument Corporation Annual Report -- 1963_ProQuest Annual Reports.pdf	25	0	0.0063
_1966_Fairchild Camera and Instrument Corporation Annual Report -- 1966_ProQuest Annual Reports.pdf	7	0	0.0
_1966_Fairchild Camera and Instrument Corporation Annual Report -- 1966_ProQuest Annual Reports.pdf	15	0	0.0
_1966_Fairchild Camera and Instrument Corporation Annual Report -- 1966_ProQuest Annual Reports.pdf	22	0	0.0
_1967_Fairchild Camera and Instrument Corporation Annual Report -- 1967_ProQuest Annual Reports.pdf	5	0	0.0
_1967_Fairchild Camera and Instrument Corporation Annual Report -- 1967_ProQuest Annual Reports.pdf	11	0	0.0033
_1967_Fairchild Camera and Instrument Corporation Annual Report -- 1967_ProQuest Annual Reports.pdf	16	0	0.0099
_1971_Fairchild Camera and Instrument Corporation Annual Report -- 1971_ProQuest Annual Reports.pdf	4	0	0.007
_1971_Fairchild Camera and Instrument Corporation Annual Report -- 1971_ProQuest Annual Reports.pdf	9	0	0.0025
_1971_Fairchild Camera and Instrument Corporation Annual Report -- 1971_ProQuest Annual Reports.pdf	14	0	0.0
_1976_Fairchild Camera and Instrument Corporation Annual Report -- 1976_ProQuest Annual Reports.pdf	9	0	0.0
_1976_Fairchild Camera and Instrument Corporation Annual Report -- 1976_ProQuest Annual Reports.pdf	19	0	0.0
_1976_Fairchild Camera and Instrument Corporation Annual Report -- 1976_ProQuest Annual Reports.pdf	29	0	0.0
w7787 2.pdf	7	0	0.0
w7787 2.pdf	15	0	0.0
w7787 2.pdf	22	0	0.0
w7787.pdf	7	0	0.0
w7787.pdf	15	0	0.0
w7787.pdf	22	0	0.0
Anderson_1997_Legacy of the American Frontier_California State University, Fresno.pdf	40	0	0.0054
Anderson_1997_Legacy of the American Frontier_California State University, Fresno.pdf	80	0	0.0062
Anderson_1997_Legacy of the American Frontier_California State University, Fresno.pdf	120	0	0.0055
BOYD_The Relative Prognostic Value of Selected Criteria in Predicting Beginning.pdf	33	0	0.0
BOYD_The Relative Prognostic Value of Selected Criteria in Predicting Beginning.pdf	66	0	0.0
BOYD_The Relative Prognostic Value of Selected Criteria in Predicting Beginning.pdf	99	0	0.0
Banks - 2006 - “The last bastion of discrimination” The New York City building trades and the struggle over affirm.pdf	100	0	0.0062
Banks - 2006 - “The last bastion of discrimination” The New York City building trades and the struggle over affirm.pdf	201	0	0.0062
Banks - 2006 - “The last bastion of discrimination” The New York City building trades and the struggle over affirm.pdf	302	0	0.0062
CAMFIELD_Psychologists at War.pdf	83	0	0.0076
CAMFIELD_Psychologists at War.pdf	167	0	0.0042
CAMFIELD_Psychologists at War.pdf	250	0	0.0042
CARTWRIGHT_Legislation Against Discrimination in Employment in New York State.pdf	99	0	0.0
CARTWRIGHT_Legislation Against Discrimination in Employment in New York State.pdf	199	0	0.0
CARTWRIGHT_Legislation Against Discrimination in Employment in New York State.pdf	298	0	0.0
Clark_The graphic rating scale at Northwestern University.pdf	27	0	0.0016
Clark_The graphic rating scale at Northwestern University.pdf	55	0	0.0
Clark_The graphic rating scale at Northwestern University.pdf	82	0	0.0008
Cooley - 2008 - Moving up, moving out Race and social mobility in Chicago, 1914–1972.pdf	93	0	0.0
Cooley - 2008 - Moving up, moving out Race and social mobility in Chicago, 1914–1972.pdf	187	0	0.0
Cooley - 2008 - Moving up, moving out Race and social mobility in Chicago, 1914–1972.pdf	281	0	0.0
Corson_Current practices in student guidance and personnel administration in liberal.pdf	58	0	0.0
Corson_Current practices in student guidance and personnel administration in liberal.pdf	117	0	0.0
Corson_Current practices in student guidance and personnel administration in liberal.pdf	175	0	0.0
DAUTEN_1954_The Economic Impact and Significance of Substantial Stock Sales by Individual_The University of Iowa.pdf	79	0	0.0023
DAUTEN_1954_The Economic Impact and Significance of Substantial Stock Sales by Individual_The University of Iowa.pdf	158	0	0.0031
DAUTEN_1954_The Economic Impact and Significance of Substantial Stock Sales by Individual_The University of Iowa.pdf	237	0	0.0
DOBBS_1955_A Technique for the Development and Validation of Job Evaluation Cases_University of North Texas.pdf	70	0	0.0063
DOBBS_1955_A Technique for the Development and Validation of Job Evaluation Cases_University of North Texas.pdf	140	0	0.0063
DOBBS_1955_A Technique for the Development and Validation of Job Evaluation Cases_University of North Texas.pdf	210	0	0.0063
Doermann_1967_The market for college education in the United States.pdf	6	0	0.003
Doermann_1967_The market for college education in the United States.pdf	13	0	0.0331
Doermann_1967_The market for college education in the United States.pdf	20	0	0.0
Drumright - 2005 - A river for war, a watershed to change The Tennessee Valley Authority during World War II.pdf	60	0	0.0063
Drumright - 2005 - A river for war, a watershed to change The Tennessee Valley Authority during World War II.pdf	120	0	0.0063
Drumright - 2005 - A river for war, a watershed to change The Tennessee Valley Authority during World War II.pdf	180	0	0.0063
ERICKSON - 1952 - The Taxation of Investment Companies in the United States.pdf	169	0	0.0023
ERICKSON - 1952 - The Taxation of Investment Companies in the United States.pdf	339	0	0.0023
ERICKSON - 1952 - The Taxation of Investment Companies in the United States.pdf	509	0	0.0047
Engstrom - 2005 - The lost origins of American fair employment law State fair employment practices bureaus and the po.pdf	121	0	0.0071
Engstrom - 2005 - The lost origins of American fair employment law State fair employment practices bureaus and the po.pdf	242	0	0.0063
Engstrom - 2005 - The lost origins of American fair employment law State fair employment practices bureaus and the po.pdf	363	0	0.0063
GELFAND_1956_The Avoidance of Federal Personal Income Taxes in the United States_New York University.pdf	53	1	0.0408
GELFAND_1956_The Avoidance of Federal Personal Income Taxes in the United States_New York University.pdf	106	0	0.0062
GELFAND_1956_The Avoidance of Federal Personal Income Taxes in the United States_New York University.pdf	159	0	0.0
GIERHAN_The Role of Head Student Personnel Administrators in the Big Eight Universities.pdf	55	0	0.0065
GIERHAN_The Role of Head Student Personnel Administrators in the Big Eight Universities.pdf	110	0	0.0065
GIERHAN_The Role of Head Student Personnel Administrators in the Big Eight Universities.pdf	165	0	0.0065
GRUMET_The Menorah Idea and the Apprenticeship of Lionel Trilling.pdf	82	0	0.0
GRUMET_The Menorah Idea and the Apprenticeship of Lionel Trilling.pdf	164	0	0.0
GRUMET_The Menorah Idea and the Apprenticeship of Lionel Trilling.pdf	246	0	0.0
Ho_Useful fiction.pdf	79	0	0.0
Ho_Useful fiction.pdf	159	0	0.0
Ho_Useful fiction.pdf	239	0	0.0
Jensen_The rise of an African-American Left.pdf	142	0	0.0053
Jensen_The rise of an African-American Left.pdf	285	0	0.006
Jensen_The rise of an African-American Left.pdf	428	0	0.0067
Kiernan_1959_Job evaluation for precision optical craftsmen_University of Southern California.pdf	47	0	0.0133
Kiernan_1959_Job evaluation for precision optical craftsmen_University of Southern California.pdf	94	0	0.022
Kiernan_1959_Job evaluation for precision optical craftsmen_University of Southern California.pdf	141	0	0.011
Koh - 2008 - Essays on stock options expensing and stock option.pdf	47	0	0.0
Koh - 2008 - Essays on stock options expensing and stock option.pdf	94	2	0.384
Koh - 2008 - Essays on stock options expensing and stock option.pdf	141	0	0.0
MENDELSON_1974_The Ideological Debate in the Public School Guidance Movement, 1900-1970_New York University.pdf	42	0	0.0
MENDELSON_1974_The Ideological Debate in the Public School Guidance Movement, 1900-1970_New York University.pdf	85	0	0.0
MENDELSON_1974_The Ideological Debate in the Public School Guidance Movement, 1900-1970_New York University.pdf	128	0	0.0
NAYLOR_Arthur E.pdf	66	0	0.0
NAYLOR_Arthur E.pdf	133	0	0.0326
NAYLOR_Arthur E.pdf	199	0	0.0023
PANG_1971_An Optimizing Approach to Educational Planning in Singapore_University of Illinois at Urbana-Champaign.pdf	50	0	0.0141
PANG_1971_An Optimizing Approach to Educational Planning in Singapore_University of Illinois at Urbana-Champaign.pdf	100	0	0.0
PANG_1971_An Optimizing Approach to Educational Planning in Singapore_University of Illinois at Urbana-Champaign.pdf	150	0	0.0
PRICE_A History of the American College Personnel Association.pdf	43	0	0.0
PRICE_A History of the American College Personnel Association.pdf	86	1	0.046
PRICE_A History of the American College Personnel Association.pdf	129	0	0.0046
Pianko_Diaspora Jewish nationalism and identity in America, 1914–1967.pdf	65	0	0.0063
Pianko_Diaspora Jewish nationalism and identity in America, 1914–1967.pdf	130	0	0.0055
Pianko_Diaspora Jewish nationalism and identity in America, 1914–1967.pdf	195	0	0.0047
Ries_Marshall_1955_web.pdf	26	0	0.0
Ries_Marshall_1955_web.pdf	53	0	0.0
Ries_Marshall_1955_web.pdf	80	0	0.0
Robertson_1990_Organizational adaptation to environmental change_Stanford University copy.pdf	50	0	0.0025
Robertson_1990_Organizational adaptation to environmental change_Stanford University copy.pdf	100	1	0.0359
Robertson_1990_Organizational adaptation to environmental change_Stanford University copy.pdf	150	0	0.0025
Schwaller - 2026 - Silicon Valley Landscapes Architecture and the Soft Power of Big Tech.pdf	75	0	0.0
Schwaller - 2026 - Silicon Valley Landscapes Architecture and the Soft Power of Big Tech.pdf	150	0	0.0
Schwaller - 2026 - Silicon Valley Landscapes Architecture and the Soft Power of Big Tech.pdf	225	0	0.0
Silberman_1961_A study of industry policy considerations in the transition from airplane to_University of Southern California.pdf	41	0	0.0156
Silberman_1961_A study of industry policy considerations in the transition from airplane to_University of Southern California.pdf	82	0	0.0078
Silberman_1961_A study of industry policy considerations in the transition from airplane to_University of Southern California.pdf	123	0	0.0086
TO_1985_Variations in Earnings in the Work Settings_University of Illinois at Urbana-Champaign.pdf	59	0	0.0
TO_1985_Variations in Earnings in the Work Settings_University of Illinois at Urbana-Champaign.pdf	118	0	0.0016
TO_1985_Variations in Earnings in the Work Settings_University of Illinois at Urbana-Champaign.pdf	177	0	0.0
TROTMAN - 1976 - Race, Iq, and the Middle-Class..pdf	29	0	0.0064
TROTMAN - 1976 - Race, Iq, and the Middle-Class..pdf	59	0	0.0064
TROTMAN - 1976 - Race, Iq, and the Middle-Class..pdf	89	0	0.0033
WITTE_1978_Democracy, Authority and Alienation in Work_Yale University.pdf	103	0	0.0243
WITTE_1978_Democracy, Authority and Alienation in Work_Yale University.pdf	206	0	0.0026
WITTE_1978_Democracy, Authority and Alienation in Work_Yale University.pdf	309	0	0.0205
Wu - 2003 - Employee stock option design and valuation.pdf	27	0	0.0063
Wu - 2003 - Employee stock option design and valuation.pdf	55	0	0.0062
Wu - 2003 - Employee stock option design and valuation.pdf	82	0	0.0063
Zarifa_2008_Emerging Forms of Stratification in Higher Education_.pdf	64	0	0.0
Zarifa_2008_Emerging Forms of Stratification in Higher Education_.pdf	129	0	0.0188
Zarifa_2008_Emerging Forms of Stratification in Higher Education_.pdf	193	0	0.0092
Zheng - 2003 - Six -month -one -day employee stock option reprici.pdf	19	0	0.0063
Zheng - 2003 - Six -month -one -day employee stock option reprici.pdf	38	0	0.0063
Zheng - 2003 - Six -month -one -day employee stock option reprici.pdf	57	0	0.007
