document	status	page	route	sat	tone	inkOut	layered	1bit	delta	verdict	extent	barVerdict	layeredAtBar	barDelta
document/(F) Dickens.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/(F) Dickens.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/(F) Dickens.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/(F) Dickens.pdf	ok	p8	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/1881 - Harry Wilcox.pdf	ok	p1	grey	0.053	0.752	0.9154	469835	133702	-336133	picture	0.00000	picture	469835	same
document/1881 - Harry Wilcox.pdf	ok	p2	colour	0.073	0.152	0.9227	346608	23627	-322981	picture	0.51207	picture	346608	same
document/1881 - Harry Wilcox.pdf	ok	p3	colour	0.063	0.113	0.5427	393084	36573	-356511	picture	0.00462	picture	393084	same
document/1881 - Harry Wilcox.pdf	ok	p4	colour	0.062	0.140	0.5207	472392	47262	-425130	picture	0.00796	picture	472392	same
document/1881 - Harry Wilcox.pdf	ok	p5	colour	0.073	0.117	0.4250	505058	59260	-445798	picture	0.02294	picture	505058	same
document/1881 - Harry Wilcox.pdf	ok	p6	colour	0.069	0.104	0.9773	344246	31026	-313220	picture	0.21211	picture	344246	same
document/1881 - Harry Wilcox.pdf	ok	p7	colour	0.068	0.103	0.5232	389211	36324	-352887	picture	0.48119	picture	389211	same
document/1881 - Harry Wilcox.pdf	ok	p8	grey	0.050	0.133	0.5902	342669	29587	-313082	picture	0.06055	picture	342669	same
document/1881 - Harry Wilcox.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/1976 - Regis McKenna Papers - Early Career, 1965-1981.pdf	ok	p1	colour	0.073	0.061	0.4261	331094	27866	-303228	picture	0.05742	picture	331094	same
document/1976 - Regis McKenna Papers - Early Career, 1965-1981.pdf	ok	p2	grey	0.057	0.058	0.0430	263927	12500	-251427	picture	0.35338	picture	263927	same
document/1976 - Regis McKenna Papers - Early Career, 1965-1981.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/1976 - Regis McKenna Papers - Early Career, 1965-1981.pdf	ok	p4	colour	0.063	0.063	0.0287	50919	31368	-19551	all-text	0.04492	all-text	50919	same
document/1976 - Regis McKenna Papers - Early Career, 1965-1981.pdf	ok	p5	grey	0.050	0.064	0.1544	294090	25389	-268701	picture	0.49662	picture	294090	same
document/1976 - Regis McKenna Papers - Early Career, 1965-1981.pdf	ok	p6	grey	0.046	0.050	0.3002	198915	10448	-188467	picture	0.09107	picture	198915	same
document/1976 - Regis McKenna Papers - Early Career, 1965-1981.pdf	ok	p7	colour	0.105	0.234	0.2574	341685	39271	-302414	picture	0.02922	picture	341685	same
document/1976 - Regis McKenna Papers - Early Career, 1965-1981.pdf	ok	p8	colour	0.078	0.085	0.1356	341952	24116	-317836	picture	0.16680	picture	341952	same
document/1976 - Regis McKenna Papers - Early Career, 1965-1981.pdf	ok	p9	colour	0.085	0.101	0.0948	362395	18634	-343761	picture	0.36409	picture	362395	same
document/2008_Hoagland oral history.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2008_Hoagland oral history.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2008_Hoagland oral history.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2008_Hoagland oral history.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2008_Hoagland oral history.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2008_Hoagland oral history.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2008_Hoagland oral history.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2008_Hoagland oral history.pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2008_Hoagland oral history.pdf	ok	p11	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2008_Hoagland oral history.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2008_Hoagland oral history.pdf	ok	p13	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2008_Hoagland oral history.pdf	ok	p14	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2008_McIntyre oral history.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2008_McIntyre oral history.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2008_McIntyre oral history.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2008_McIntyre oral history.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2008_McIntyre oral history.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2008_McIntyre oral history.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2008_McIntyre oral history.pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2008_McIntyre oral history.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2008_McIntyre oral history.pdf	ok	p13	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2008_McIntyre oral history.pdf	ok	p14	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2008_McIntyre oral history.pdf	ok	p16	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2008_McIntyre oral history.pdf	ok	p17	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2013 - Silicon Valley Program Transcript.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2013 - Silicon Valley Program Transcript.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2013 - Silicon Valley Program Transcript.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2013 - Silicon Valley Program Transcript.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2013 - Silicon Valley Program Transcript.pdf	ok	p15	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2013 - Silicon Valley Program Transcript.pdf	ok	p18	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2013 - Silicon Valley Program Transcript.pdf	ok	p21	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2013 - Silicon Valley Program Transcript.pdf	ok	p24	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2013 - Silicon Valley Program Transcript.pdf	ok	p27	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2013 - Silicon Valley Program Transcript.pdf	ok	p30	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2013 - Silicon Valley Program Transcript.pdf	ok	p33	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2013 - Silicon Valley Program Transcript.pdf	ok	p36	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2015_Gibbs oral history.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2015_Gibbs oral history.pdf	ok	p11	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2015_Gibbs oral history.pdf	ok	p17	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2015_Gibbs oral history.pdf	ok	p22	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2015_Gibbs oral history.pdf	ok	p28	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2015_Gibbs oral history.pdf	ok	p33	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2015_Gibbs oral history.pdf	ok	p39	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2015_Gibbs oral history.pdf	ok	p44	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2015_Gibbs oral history.pdf	ok	p50	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2015_Gibbs oral history.pdf	ok	p55	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2015_Gibbs oral history.pdf	ok	p61	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2015_Gibbs oral history.pdf	ok	p66	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2017_Bunnell oral history, athletics.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2017_Bunnell oral history, athletics.pdf	ok	p11	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2017_Bunnell oral history, athletics.pdf	ok	p16	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2017_Bunnell oral history, athletics.pdf	ok	p22	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2017_Bunnell oral history, athletics.pdf	ok	p27	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2017_Bunnell oral history, athletics.pdf	ok	p32	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2017_Bunnell oral history, athletics.pdf	ok	p38	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2017_Bunnell oral history, athletics.pdf	ok	p43	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2017_Bunnell oral history, athletics.pdf	ok	p48	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2017_Bunnell oral history, athletics.pdf	ok	p54	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2017_Bunnell oral history, athletics.pdf	ok	p59	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2017_Bunnell oral history, athletics.pdf	ok	p64	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2024 - Class Action lawsuit re need blind admissions.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2024 - Class Action lawsuit re need blind admissions.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2024 - Class Action lawsuit re need blind admissions.pdf	ok	p18	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2024 - Class Action lawsuit re need blind admissions.pdf	ok	p24	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2024 - Class Action lawsuit re need blind admissions.pdf	ok	p29	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2024 - Class Action lawsuit re need blind admissions.pdf	ok	p35	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2024 - Class Action lawsuit re need blind admissions.pdf	ok	p41	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2024 - Class Action lawsuit re need blind admissions.pdf	ok	p47	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2024 - Class Action lawsuit re need blind admissions.pdf	ok	p52	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2024 - Class Action lawsuit re need blind admissions.pdf	ok	p58	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2024 - Class Action lawsuit re need blind admissions.pdf	ok	p64	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/2024 - Class Action lawsuit re need blind admissions.pdf	ok	p70	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Atkinson_1939_Atkinson on firings_.pdf	ok	p1	colour	0.063	0.123	0.0000	50889	36304	-14585	all-text	0.00386	all-text	50889	same
document/Atkinson_1939_Atkinson on firings_.pdf	ok	p2	colour	0.061	0.160	0.0580	61842	46868	-14974	all-text	0.00944	picture	294122	+232280
document/Atkinson_1939_Atkinson on firings_.pdf	ok	p3	grey	0.045	0.157	0.0388	63806	49351	-14455	all-text	0.00053	all-text	63806	same
document/Ford_1941_Speech_.pdf	ok	p1	colour	0.066	0.357	0.0051	47782	35074	-12708	all-text	0.00049	all-text	47782	same
document/Ford_1941_Speech_.pdf	ok	p2	colour	0.060	0.369	0.0023	47489	35884	-11605	all-text	0.00091	all-text	47489	same
document/Ford_1941_Speech_.pdf	ok	p3	grey	0.045	0.149	0.0107	42948	31152	-11796	all-text	0.00036	all-text	42948	same
document/Ford_1941_Speech_.pdf	ok	p4	grey	0.044	0.148	0.0007	42323	30889	-11434	all-text	0.01107	all-text	42323	same
document/Ford_1941_Speech_.pdf	ok	p5	grey	0.057	0.336	0.0022	44435	34278	-10157	all-text	0.00069	all-text	44435	same
document/Ford_1941_Speech_.pdf	ok	p6	grey	0.054	0.335	0.0056	31137	22058	-9079	all-text	0.01498	all-text	31137	same
document/Freud_Fetishism.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Freud_Fetishism.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Freud_Fetishism.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Freud_Fetishism.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Freud_Fetishism.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Freud_Fetishism.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Freud_Fetishism.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Galison_1998_Trading Zone_.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Galison_1998_Trading Zone_.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Galison_1998_Trading Zone_.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Galison_1998_Trading Zone_.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Galison_1998_Trading Zone_.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Galison_1998_Trading Zone_.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Galison_1998_Trading Zone_.pdf	ok	p8	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Galison_1998_Trading Zone_.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Galison_1998_Trading Zone_.pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Galison_1998_Trading Zone_.pdf	ok	p11	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Galison_1998_Trading Zone_.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Galison_1998_Trading Zone_.pdf	ok	p13	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Geiger oral history.pdf	ok	p8	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Geiger oral history.pdf	ok	p16	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Geiger oral history.pdf	ok	p23	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Geiger oral history.pdf	ok	p31	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Geiger oral history.pdf	ok	p39	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Geiger oral history.pdf	ok	p46	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Geiger oral history.pdf	ok	p54	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Geiger oral history.pdf	ok	p61	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Geiger oral history.pdf	ok	p69	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Geiger oral history.pdf	ok	p77	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Geiger oral history.pdf	ok	p84	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Geiger oral history.pdf	ok	p92	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Henry Morgenthau papers.pdf	ok	p16	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Henry Morgenthau papers.pdf	ok	p31	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Henry Morgenthau papers.pdf	ok	p47	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Henry Morgenthau papers.pdf	ok	p62	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Henry Morgenthau papers.pdf	ok	p78	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Henry Morgenthau papers.pdf	ok	p93	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Henry Morgenthau papers.pdf	ok	p109	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Henry Morgenthau papers.pdf	ok	p124	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Henry Morgenthau papers.pdf	ok	p140	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Henry Morgenthau papers.pdf	ok	p155	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Henry Morgenthau papers.pdf	ok	p171	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Henry Morgenthau papers.pdf	ok	p186	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Herbert Marks papers.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Herbert Marks papers.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Herbert Marks papers.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Herbert Marks papers.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Herbert Marks papers.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Herbert Marks papers.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Herbert Marks papers.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Herbert Marks papers.pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Herbert Marks papers.pdf	ok	p11	grey	0.000	0.990	0.0148	19439	15639	-3800	all-text	0.00000	all-text	19439	same
document/Herbert Marks papers.pdf	ok	p12	grey	0.000	0.988	0.0041	23452	19484	-3968	all-text	0.00000	all-text	23452	same
document/Herbert Marks papers.pdf	ok	p13	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Herbert Marks papers.pdf	ok	p14	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Intellectual History Newsletter -- Forum on Menand.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Intellectual History Newsletter -- Forum on Menand.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Intellectual History Newsletter -- Forum on Menand.pdf	ok	p11	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Intellectual History Newsletter -- Forum on Menand.pdf	ok	p14	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Intellectual History Newsletter -- Forum on Menand.pdf	ok	p18	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Intellectual History Newsletter -- Forum on Menand.pdf	ok	p21	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Intellectual History Newsletter -- Forum on Menand.pdf	ok	p25	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Intellectual History Newsletter -- Forum on Menand.pdf	ok	p28	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Intellectual History Newsletter -- Forum on Menand.pdf	ok	p32	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Intellectual History Newsletter -- Forum on Menand.pdf	ok	p35	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Intellectual History Newsletter -- Forum on Menand.pdf	ok	p39	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Intellectual History Newsletter -- Forum on Menand.pdf	ok	p42	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Lyons oral history.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Lyons oral history.pdf	ok	p18	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Lyons oral history.pdf	ok	p27	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Lyons oral history.pdf	ok	p36	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Lyons oral history.pdf	ok	p44	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Lyons oral history.pdf	ok	p53	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Lyons oral history.pdf	ok	p62	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Lyons oral history.pdf	ok	p71	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Lyons oral history.pdf	ok	p79	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Lyons oral history.pdf	ok	p88	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Lyons oral history.pdf	ok	p97	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Lyons oral history.pdf	ok	p106	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Nogales oral history.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Nogales oral history.pdf	ok	p8	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Nogales oral history.pdf	ok	p11	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Nogales oral history.pdf	ok	p15	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Nogales oral history.pdf	ok	p18	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Nogales oral history.pdf	ok	p22	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Nogales oral history.pdf	ok	p25	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Nogales oral history.pdf	ok	p29	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Nogales oral history.pdf	ok	p32	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Nogales oral history.pdf	ok	p36	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Nogales oral history.pdf	ok	p39	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Nogales oral history.pdf	ok	p43	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/October_2,_1960_(Page_24_of_25.pdf	ok	p1	grey	0.000	0.262	0.6517	730618	178078	-552540	picture	0.00015	picture	730618	same
document/RIESMAN_1942_American Law Institute Proceedings_.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/RIESMAN_1942_American Law Institute Proceedings_.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/RIESMAN_1942_American Law Institute Proceedings_.pdf	ok	p3	grey	0.000	0.019	0.1501	560618	43463	-517155	picture	0.01021	picture	560618	same
document/RIESMAN_1942_American Law Institute Proceedings_.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/RIESMAN_1942_American Law Institute Proceedings_.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/RIESMAN_1942_American Law Institute Proceedings_.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/RIESMAN_1942_American Law Institute Proceedings_.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/RIESMAN_1942_American Law Institute Proceedings_.pdf	ok	p8	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/RIESMAN_1942_American Law Institute Proceedings_.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/RIESMAN_1942_American Law Institute Proceedings_.pdf	ok	p10	grey	0.000	0.024	0.0614	128294	66594	-61700	all-text	0.01693	picture	830574	+702280
document/Riesman_1964_From inner-directed to other- directed_.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Riesman_1964_From inner-directed to other- directed_.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Riesman_1964_From inner-directed to other- directed_.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Riesman_1964_From inner-directed to other- directed_.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Riesman_1964_From inner-directed to other- directed_.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Riesman_1964_From inner-directed to other- directed_.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Riesman_1964_From inner-directed to other- directed_.pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Riesman_1964_From inner-directed to other- directed_.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/Riesman_1964_From inner-directed to other- directed_.pdf	ok	p13	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
